日期,总确诊数,新增确诊数,总治愈数,新增治愈数,总死亡数,新增死亡数
2021年09.10,2534,2,2413,4,7,0
2021年09.11,2537,3,2422,9,7,0
2021年09.12,2542,5,2430,8,7,0
2021年09.13,2548,6,2437,7,7,0
2021年09.14,2550,2,2447,10,7,0
2021年09.15,2552,2,2452,5,7,0
2021年09.16,2553,1,2456,4,7,0
2021年09.17,2555,2,2460,4,7,0
2021年09.18,2557,2,2466,6,7,0
2021年09.19,2561,4,2475,9,7,0
2021年09.20,2567,6,2481,6,7,0
2021年09.21,2573,6,2485,4,7,0
2021年09.22,2575,2,2490,5,7,0
2021年09.23,2584,9,2495,5,7,0
2021年09.24,2590,6,2498,3,7,0
2021年09.25,2592,2,2500,2,7,0
2021年09.26,2593,1,2507,7,7,0
2021年09.27,2593,0,2514,7,7,0
2021年09.28,2595,2,2519,5,7,0
2021年09.29,2598,3,2522,3,7,0
2021年09.30,2603,5,2534,12,7,0
2021年10.01,2612,9,2540,6,7,0
2021年10.02,2619,7,2545,5,7,0
2021年10.03,2622,3,2549,4,7,0
2021年10.04,2628,6,2550,1,7,0
2021年10.05,2632,4,2551,1,7,0
2021年10.06,2636,4,2558,7,7,0
2021年10.07,2644,8,2563,5,7,0
2021年10.08,2646,2,2565,2,7,0
2021年10.09,2652,6,2577,12,7,0
2021年10.10,2655,3,2580,3,7,0
2021年10.11,2658,3,2589,9,7,0
2021年10.12,2660,2,2594,5,7,0
2021年10.13,2661,1,2595,1,7,0
2021年10.14,2662,1,2600,5,7,0
2021年10.15,2666,4,2604,4,7,0
2021年10.16,2671,5,2605,1,7,0
2021年10.17,2677,6,2610,5,7,0
2021年10.18,2682,5,2611,1,7,0
2021年10.19,2689,7,2618,7,7,0
2021年10.20,2695,6,2621,3,7,0
2021年10.21,2697,2,2629,8,7,0
2021年10.22,2700,3,2634,5,7,0
2021年10.23,2704,4,2635,1,7,0
2021年10.24,2705,1,2639,4,7,0
2021年10.25,2707,2,2645,6,7,0
2021年10.26,2709,2,2649,4,7,0
2021年10.27,2709,0,2652,3,7,0
2021年10.28,2712,3,2654,2,7,0
2021年10.29,2717,5,2658,4,7,0
2021年10.30,2726,9,2664,6,7,0
2021年10.31,2735,9,2666,2,7,0
2021年11.01,2740,5,2675,9,7,0
2021年11.02,2745,5,2679,4,7,0
2021年11.03,2748,3,2681,2,7,0
2021年11.04,2751,3,2683,2,7,0
2021年11.05,2754,3,2683,0,7,0
2021年11.06,2757,3,2684,1,7,0
2021年11.07,2763,6,2688,4,7,0
2021年11.08,2765,2,2690,2,7,0
2021年11.09,2768,3,2698,8,7,0
2021年11.10,2772,4,2700,2,7,0
2021年11.11,2778,6,2706,6,7,0
2021年11.12,2782,4,2708,2,7,0
2021年11.13,2787,5,2713,5,7,0
2021年11.14,2792,5,2716,3,7,0
2021年11.15,2794,2,2722,6,7,0
2021年11.16,2795,1,2726,4,7,0
2021年11.17,2801,6,2730,4,7,0
2021年11.18,2808,7,2735,5,7,0
2021年11.19,2814,6,2739,4,7,0
2021年11.20,2817,3,2739,0,7,0
2021年11.21,2822,5,2745,6,7,0
2021年11.22,2824,2,2751,6,7,0
2021年11.23,2829,5,2758,7,7,0
2021年11.24,2833,4,2759,1,7,0
2021年11.25,2837,4,2762,3,7,0
2021年11.26,2842,5,2765,3,7,0
2021年11.27,2847,5,2768,3,7,0
2021年11.28,2853,6,2774,6,7,0
2021年11.29,2853,0,2782,8,7,0
2021年11.30,2856,3,2782,0,7,0
2021年12.01,2859,3,2785,3,7,0
2021年12.02,2867,8,2792,7,7,0
2021年12.03,2873,6,2796,4,7,0
2021年12.04,2877,4,2800,4,7,0
2021年12.05,2882,5,2803,3,7,0
2021年12.06,2887,5,2813,10,7,0
2021年12.07,2896,9,2815,2,7,0
2021年12.08,2898,2,2820,5,7,0
2021年12.09,2899,1,2825,5,7,0
2021年12.10,2905,6,2834,9,7,0
2021年12.11,2913,8,2836,2,7,0
2021年12.12,2918,5,2839,3,7,0
